Customer Name,Part Description,Work Order #,Order Quantity,Pieces Scrapped,Total Scrap Weight (lbs),Scrap%,Sellable,Heats,Week Ending,Piece Weight (lbs),Dross Rate,Bent Rate,Outside Process Scrap Rate,Failed Zyglo Rate,Gouged Rate,Shift Rate,Missrun Rate,Core Rate,Cut Into Rate,Dirty Pattern Rate,Crush Rate,Zyglo Rate,Shrink Rate,Short Pour Rate,Runout Rate,Shrink Porosity Rate,Gas Porosity Rate,Over Grind Rate,Sand Rate,Tear Up Rate
Roswell US LLC,17Z-022001--Port Mount GT Series,W03340,40,2,73,5.00,40800,204,02/06/24,37,0.0000,0.00,0.0000,0.0000,0.03,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0250,0.0000
Salina Vortex Corporation,"HDP12-13V2--12"" Upper Cover",W03258,10,1,34,10.00,40800,204,02/06/24,34,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.0000
"Summit Machine Works, Inc",55000003--Casting,W03247,402,18,394,4.48,40800,204,02/06/24,22,0.0448,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Twin Disc Incorporated,218527--Turbine Wheel,W02734,50,4,66,8.00,40800,204,02/06/24,17,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Woodward, Inc",2613-108--PG Long Column,W03102,100,1,17,1.00,40800,204,02/06/24,17,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100
"Woodward, Inc",2627-010--CAT 160/180MM,W03056,100,1,32,1.00,40800,204,02/06/24,32,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000
"Acme Industries, Inc","2190-1641--TecJet 110, Inlet",W03212,100,6,65,6.00,57400,287,02/12/24,11,0.0200,0.00,0.0000,0.0000,0.00,0.02,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000
"Acme Industries, Inc",171225-1C--Fixed Scroll,W02789,120,2,18,1.67,57400,287,02/12/24,9,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0083,0.0083
"Air Squared Manufacturing, Inc",171225-2C--Orbiting Scroll,W02796,180,7,52,3.89,57400,287,02/12/24,7,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0389,0.0000,0.0000,0.0000
"Air Squared Manufacturing, Inc",180216-3C--Compressor Housing,W02800,300,5,45,1.67,57400,287,02/12/24,9,0.0000,0.00,0.0000,0.0000,0.00,0.01,0.0067,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Air Squared Manufacturing, Inc",230407-3C--Housing,W03369,300,13,113,4.33,57400,287,02/12/24,9,0.0167,0.00,0.0000,0.0000,0.01,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0167,0.0000,0.0100,0.0000
Bodine Electric Company,33101080--Shield CG3,W03617,600,6,25,1.00,57400,287,02/12/24,4,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000
Emerson Professional Tools Mfg,50064932--Handle Cast,W03438,30,4,8,13.33,57400,287,02/12/24,2,0.0000,0.00,0.0000,0.0000,0.00,0.13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Emerson Professional Tools Mfg,52047935--Saw Head,W03598,96,18,29,18.75,57400,287,02/12/24,2,0.0521,0.08,0.0000,0.0000,0.00,0.05,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0104,0.0000,0.0000,0.0000,0.0104,0.0417
Engineered Machine Products Inc,"2670466--Adaptor, HE 1000",W03316,1000,25,43,2.50,57400,287,02/12/24,2,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0210,0.0040
Masterflex LLC,114763--Base Cast,W02259-01,150,3,27,2.00,57400,287,02/12/24,9,0.0067,0.01,0.0000,0.0000,0.00,0.00,0.0000,0.0067,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Pioneer Products,385-6339--Manifold Extension Tube,W03481,17,1,14,5.88,57400,287,02/12/24,14,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0588
"Production Machine & Tool, LP",M12711111--Crank Case Cover,W02762,50,2,136,4.00,57400,287,02/12/24,68,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,0.0000,0.0000,0.0000
"QCC, LLC",2626-004--Casting,W03262,100,3,45,3.00,57400,287,02/12/24,15,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Twin Disc Incorporated,218527--Turbine Wheel,W02734,50,3,50,6.00,57400,287,02/12/24,17,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,0.0000,0.0000,0.0000
Twin Disc Incorporated,218545D--Casting,W03233,25,26,307,104.00,57400,287,02/12/24,12,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.9600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0800
"Woodward, Inc",2627-009--Cast 105mm Housing,W03216-01,160,1,19,0.63,57400,287,02/12/24,19,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0063,0.0000,0.0000,0.0000,0.0000,0.0000
"Acme Industries, Inc","2190-1641--TecJet 110, Inlet",W03212,100,2,22,2.00,47600,238,02/19/24,11,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000
"Acme Industries, Inc",171225-1C--Fixed Scroll,W02789,120,3,27,2.50,47600,238,02/19/24,9,0.0083,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0167,0.0000
"Air Squared Manufacturing, Inc",180216-3C--Compressor Housing,W02800,300,2,18,0.67,47600,238,02/19/24,9,0.0033,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0033,0.0000
"Air Squared Manufacturing, Inc",230407-3C--Housing,W03369,300,4,35,1.33,47600,238,02/19/24,9,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0033,0.0000,0.0033,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0033,0.0033
Bodine Electric Company,34100032--Housing Gear 424-5H,W03452,150,3,9,2.00,47600,238,02/19/24,3,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0133,0.0067
Bodine Electric Company,34101052--Gear Housing,W03214,252,4,12,1.59,47600,238,02/19/24,3,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0159,0.0000
Concentric Rockford,"2670466--Adaptor, HE 1000",W03314,1000,2,3,0.20,47600,238,02/19/24,2,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020
"Current Tools, Inc",254-172--3-1/2 x 90 Follow Bar,W02828,40,3,246,7.50,47600,238,02/19/24,82,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0750,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Precision Turbo & Engine,PT150 SOLID--Casting,W03027,100,5,84,5.00,47600,238,02/19/24,17,0.0000,0.00,0.0000,0.0000,0.01,0.00,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0100,0.0000
Precision Turbo & Engine,13900045--Casting,W02977,1000,2,4,0.20,47600,238,02/19/24,2,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.0000
"QCC, LLC",2190-1316--Enclosure,W03168,100,1,15,1.00,47600,238,02/19/24,15,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"QCC, LLC",2510-027--Casting,W03251,40,2,35,5.00,47600,238,02/19/24,18,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0250,0.0000
"QCC, LLC",2626-004--Casting,W03262,100,14,211,14.00,47600,238,02/19/24,15,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.1400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Roswell US LLC,17V-00020294--Cast NGG STBD Connector,W03492,80,1,11,1.25,47600,238,02/19/24,11,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0125,0.0000
"Acme Industries, Inc",2190-1405--TecJet 85 Housing,W03157,100,1,37,1.00,41000,205,02/27/24,37,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Air Squared Manufacturing, Inc",180216-3C--Compressor Housing,W03440,360,3,27,0.83,41000,205,02/27/24,9,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0056
"Air Squared Manufacturing, Inc",230407-3C--Housing,W03369,300,1,9,0.33,41000,205,02/27/24,9,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Bodine Electric Company,33101080--Shield CG3,W03617,600,15,63,2.50,41000,205,02/27/24,4,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0250,0.0000
"Doering Company, LLC",400-00-400--Valve,W02672,500,36,70,7.20,41000,205,02/27/24,2,0.0000,0.00,0.0000,0.0000,0.01,0.04,0.0000,0.0000,0.0040,0.0000,0.0060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0120,0.0000
"EMCO Gears, Inc",46DV-1008-01--Tail Housing,W03661,10,1,15,10.00,41000,205,02/27/24,15,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Engineered Machine Products Inc,"2670466--Adaptor, HE 1000",W03315,1000,11,19,1.10,41000,205,02/27/24,2,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0110
"Mid-America Manufacturing, LLC",7095526--Cover,W03232,500,18,11,3.60,41000,205,02/27/24,1,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0040,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0220,0.0040
Pioneer Products,366-5437--Cover,W03090,100,2,30,2.00,41000,205,02/27/24,15,0.0000,0.01,0.0000,0.0000,0.00,0.00,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"QCC, LLC",2389-063--Casting,W03380,126,5,21,3.97,41000,205,02/27/24,4,0.0159,0.00,0.0000,0.0000,0.01,0.02,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Roswell US LLC,17V-23054--Starboard Cover,W03499,40,1,5,2.50,41000,205,02/27/24,5,0.0000,0.00,0.0000,0.0000,0.00,0.03,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Roswell US LLC,17Z-022000--Starboard Mount GT,W03495,40,1,37,2.50,41000,205,02/27/24,37,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Summit Machine Works, Inc",55000003--Casting,W03246,402,23,504,5.72,41000,205,02/27/24,22,0.0224,0.00,0.0000,0.0000,0.02,0.00,0.0000,0.0000,0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
The New York Blower Company,A9200139--Size 66 Blade,W03484,12,4,69,33.33,41000,205,02/27/24,17,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3333,0.0000,0.0000,0.0000
"Woodward, Inc",2190-1219--Casting,W03175,50,2,13,4.00,41000,205,02/27/24,6,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Woodward, Inc",2627-010--CAT 160/180MM,W03057,100,4,126,4.00,41000,205,02/27/24,32,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400
"Acme Industries, Inc",2190-1405--TecJet 85 Housing,W03157,100,1,37,1.00,41000,205,02/27/24,37,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Air Squared Manufacturing, Inc",180216-3C--Compressor Housing,W03440,360,3,27,0.83,41000,205,02/27/24,9,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0056
"Air Squared Manufacturing, Inc",230407-3C--Housing,W03369,300,1,9,0.33,41000,205,02/27/24,9,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Bodine Electric Company,33101080--Shield CG3,W03617,600,15,63,2.50,41000,205,02/27/24,4,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0250,0.0000
"Doering Company, LLC",400-00-400--Valve,W02672,500,36,70,7.20,41000,205,02/27/24,2,0.0000,0.00,0.0000,0.0000,0.01,0.04,0.0000,0.0000,0.0040,0.0000,0.0060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0120,0.0000
"EMCO Gears, Inc",46DV-1008-01--Tail Housing,W03661,10,1,15,10.00,41000,205,02/27/24,15,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Engineered Machine Products Inc,"2670466--Adaptor, HE 1000",W03315,1000,11,19,1.10,41000,205,02/27/24,2,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0110
"Mid-America Manufacturing, LLC",7095526--Cover,W03232,500,18,11,3.60,41000,205,02/27/24,1,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0040,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0220,0.0040
Pioneer Products,366-5437--Cover,W03090,100,2,30,2.00,41000,205,02/27/24,15,0.0000,0.01,0.0000,0.0000,0.00,0.00,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"QCC, LLC",2389-063--Casting,W03380,126,5,21,3.97,41000,205,02/27/24,4,0.0159,0.00,0.0000,0.0000,0.01,0.02,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Roswell US LLC,17V-23054--Starboard Cover,W03499,40,1,5,2.50,41000,205,02/27/24,5,0.0000,0.00,0.0000,0.0000,0.00,0.03,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Roswell US LLC,17Z-022000--Starboard Mount GT,W03495,40,1,37,2.50,41000,205,02/27/24,37,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Summit Machine Works, Inc",55000003--Casting,W03246,402,23,504,5.72,41000,205,02/27/24,22,0.0224,0.00,0.0000,0.0000,0.02,0.00,0.0000,0.0000,0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
The New York Blower Company,A9200139--Size 66 Blade,W03484,12,4,69,33.33,41000,205,02/27/24,17,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3333,0.0000,0.0000,0.0000
"Woodward, Inc",2190-1219--Casting,W03175,50,2,13,4.00,41000,205,02/27/24,6,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Woodward, Inc",2627-010--CAT 160/180MM,W03057,100,4,126,4.00,41000,205,02/27/24,32,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400
"Air Squared Manufacturing, Inc",180216-3C--Compressor Housing,W03440,360,1,9,0.28,41000,205,03/05/24,9,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0028
Engineered Machine Products Inc,"2670466--Adaptor, HE 1000",W03454,1000,21,36,2.10,41000,205,03/05/24,2,0.0000,0.00,0.0000,0.0000,0.00,0.02,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010
"Klein Palmer, Inc",2015270--Case Casting,W03599,20,1,50,5.00,41000,205,03/05/24,50,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000
Roswell US LLC,17V-00020295--NGG STBD Corner,W03502,85,3,39,3.53,41000,205,03/05/24,13,0.0118,0.01,0.0000,0.0000,0.01,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Summit Machine Works, Inc",55000003--Casting,W03246,402,29,635,7.21,41000,205,03/05/24,22,0.0622,0.00,0.0000,0.0000,0.01,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Twin Disc Incorporated,218527--Turbine Wheel,W03106,70,4,66,5.71,41000,205,03/05/24,17,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0143,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.0000,0.0000,0.0000,0.0143,0.0000
"Woodward, Inc",2190-1287--Cast Sogav 105,W03611-01,360,9,35,2.50,41000,205,03/05/24,4,0.0056,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0028,0.0000,0.0000,0.0000,0.0000,0.0056,0.0000,0.0000,0.0000,0.0000,0.0083,0.0000
"Woodward, Inc",2190-1574--Cast Mounting Plate,W03368-01,52,2,7,3.85,41000,205,03/05/24,3,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0385
"Woodward, Inc",2613-108--PG Long Column,W03279,100,5,83,5.00,41000,205,03/05/24,17,0.0000,0.00,0.0000,0.0000,0.05,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Woodward, Inc",2627-010--CAT 160/180MM,W03058,100,3,95,3.00,41000,205,03/05/24,32,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0300
"Acme Industries, Inc",2190-1405--TecJet 85 Housing,W03157,100,14,519,14.00,33000,165,03/12/24,37,0.1400,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Acme Industries, Inc","2190-1642--Cast TecJet 110, Outlet",W03210,100,3,47,3.00,33000,165,03/12/24,16,0.0000,0.00,0.0000,0.0000,0.00,0.03,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Acutec Precision Aerospace, Inc",2190-1292--Throttle Body,W02577,180,1,12,0.56,33000,165,03/12/24,12,0.0000,0.00,0.0000,0.0000,0.00,0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Air Squared Manufacturing, Inc",180216-3C--Compressor Housing,W03440,360,1,9,0.28,33000,165,03/12/24,9,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0028,0.0000
"Doering Company, LLC",400-00-400--Valve,W03295,500,6,12,1.20,33000,165,03/12/24,2,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0080,0.0000
"Jake's Machining, Inc",8159891--Casting,W03790,50,5,126,10.00,33000,165,03/12/24,25,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.0000
"Klein Palmer, Inc",2015270--Case Casting,W03599,20,1,50,5.00,33000,165,03/12/24,50,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Roswell US LLC,17V-23052--Port Mount,W03509,40,1,53,2.50,33000,165,03/12/24,53,0.0000,0.00,0.0000,0.0000,0.03,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
The New York Blower Company,A9200541--Blade Size 32,W03651,30,11,35,36.67,33000,165,03/12/24,3,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.0000,0.0000,0.0000,0.2667,0.0000
Twin Disc Incorporated,218527--Turbine Wheel,W03106,70,1,17,1.43,33000,165,03/12/24,17,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Twin Disc Incorporated,218545D--Casting,W03233,25,2,24,8.00,33000,165,03/12/24,12,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Woodward, Inc",2190-1287--Cast Sogav 105,W03611-01,360,61,235,16.94,33000,165,03/12/24,4,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0694,0.0000,0.0000,0.0000,0.0944,0.0000
"Woodward, Inc",2627-008--Cast 120mm Large Flotech,W03487-01,96,4,65,4.17,33000,165,03/12/24,16,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0104,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0208,0.0000,0.0000,0.0000,0.0000,0.0000
"Acme Industries, Inc",2190-1405--TecJet 85 Housing,W03157,100,14,519,14.00,33000,165,03/12/24,37,0.1400,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
